"job_id","company","job_title","job_description","responsibilities","required_skills","job_qualification","job_salary","judge_model","mean_score","score_pedagogy","score_audience","score_ai_relevance","score_responsible_ai","score_cross_sector_context","score_overall_fit","ai_pedagogy_related","confidence","rationale"
"40","Frontline Recruitment","AI/ML Program Analyst","eSimplicity is a modern digital services company that partners with government agencies to improve the lives and protect the well-being of all Americans, from veterans and service members to children, families, and seniors. Our engineers, designers, and strategists cut through complexity to create intuitive products and services that equip federal agencies with solutions to courageously transform today for a better tomorrow. The AI/ML Program Analyst supports Task Force Station HYPO and the Naval Information Warfare Development Center (NIWDC) in advancing Artificial Intelligence (AI) and Machine Learning (ML) initiatives across warfighting domains. This role provides critical coordination, reporting, and operational support to ensure the effective delivery, education, and integration of AI capabilities within Information Warfare Enterprise (IWE) programs.","Program Reporting & Coordination: Provide significant TF Station HYPO input for each NIWDC Commander bi-weekly report to NAVIFOR. Prepare and maintain leadership tasker and decision lists to ensure timely awareness and follow-up actions. Support the analysis, updating, and execution of the IWE AI strategy. Collaboration & Communication: Maintain and manage an unclassified Microsoft Teams site for the TF Station HYPO leadership team to organize tasks, projects, and events. Run and facilitate weekly TF Station HYPO leadership meetings based on the Teams content. Maintain SIPR and JWICS portals for stakeholders to coordinate and track AI projects. Event & Stakeholder Engagement: Attend Naval Force AI events, including weekly VTCs, quarterly AI Summits, and Naval Applications in Machine Learning (NAML) sessions. Schedule and coordinate monthly stakeholder technology demonstrations. Prepare summaries, recommendations, and updates for TF Station HYPO leadership. AI Support & Research: Coordinate, attend, and provide input to potential AI initiatives across the Information Warfare Enterprise (IWE). Participate in Electronic Warfare (EW) AI efforts, providing assistance to improve workflows. Research and assess potential AI capabilities aligned with TF Station HYPO objectives. Deliver monthly AI topic training to the NIWDC Enterprise. General: Support other duties as assigned to advance AI/ML integration across naval domains.","Strong proficiency in MS Office productivity systems, specifically MS SharePoint. Proven capability to facilitate and run weekly leadership meetings. Proven capability to communicate effectively orally and in writing, with excellent briefing skills. Experience creating, managing, and maintaining unclassified collaboration platforms (e.g., Microsoft Teams) to organize leadership tasks, projects, and events. Strong knowledge of Government program report requirements and formats. Strong organizational skills to prepare leadership tasker and decision lists, ensuring timely awareness and action. Experience scheduling and coordinating stakeholder technology demonstrations. Familiarity with Electronic Warfare (EW) and AI workflows, with ability to assist in improving processes. Active TS/SCI clearance as required by the US Government contract.","Required: Associates of Arts degree. Three (3) or more years of experience. Preferred: Exposure to Naval AI/ML initiatives, EW systems, or IWE operations. Familiarity with data science, data analytics, or AI/ML applications facilitating systematic analysis of large data sets.","$90,100.00 - $95,000","olmo","0.0","","","","","","","False","0.0",""
"41","eSimplicity","Leader, AI Enablement","We are seeking a results-driven Head, AI Enablement to join our Technology team. The ideal candidate has a strong technical foundation, understands the AI/ML ecosystem, and can evaluate AI tools across AWS, GCP, and open-source platforms. Additionally, they should be an exceptional communicator and strategic consultant, capable of translating AI  potential into real-world applications for non-technical stakeholders.","Define and execute an AI roadmap that aligns with the education sector  needs. Work with all functions to identify high value opportunities to use AI. Identify opportunities where AI/ML can enhance student learning, administrative efficiency, and decision-making. Own the end-to-end AI product lifecycle, from problem identification to solution deployment. Research, assess, and integrate existing AI tools that fit the organization  needs. Balance build vs. buy decisions and ensure the adoption of scalable, ethical AI solutions. Ensure responsible AI use, bias mitigation, and compliance with data privacy laws (FERPA, GDPR, etc.). Act as a trusted advisor to executives, school administrators, and non-technical stakeholders. Present AI concepts, project updates, and business impacts in a clear and compelling manner. Translate technical AI capabilities into practical use cases that drive adoption. Work cross-functionally with engineering, data science, and education experts to ensure AI solutions are user-centric. Advocate for AI literacy within the organization and help stakeholders understand its potential and limitations. Lead discussions on AI ethics, data privacy, and responsible AI use in education.","Strong understanding of AI/ML fundamentals, including NLP, LLMs, and predictive analytics. Proven ability to evaluate and select AI tools while considering feasibility, cost, and ethical implications. Exceptional communication skills‚Äîable to distill complex AI concepts into simple, actionable insights. Experience working with education technology (EdTech), school systems, or public sector organizations is a plus. Ability to manage up and influence executive leadership without direct authority. Comfort navigating a fast-moving, resource-constrained environment with high impact. Strong understanding of Google Cloud AI tools (Vertex AI, AutoML, BigQuery ML, Document AI, and Generative AI APIs). Knowledge of open-source AI/ML frameworks (TensorFlow, PyTorch, LangChain, Hugging Face, LlamaIndex).","bachelor's's or  master's's degree in Information Technology, Computer Science, or a related field. 8+ years of experience in AI product management, AI strategy, or technical consulting.","$200,000‚Äî$250,000 USD","olmo","0.0","","","","","","","False","0.0",""
"42","ifinity","Curriculum Architect","Help AI experts produce high-quality courses and effective learning experiences.","Partner with world-class AI experts to build cutting edge courses, be the instructional design expert that will train and support subject matter experts to help them create effective learning experiences and deliver high-quality content, collaborate in the development and testing of course content, including creating learner projects, code exercises, quizzes, scripts, storyboards, and graphics, work closely with a prodcution and visual design team to record videos, add visual design and deliver high quality multimedia content to support the curriculum, and review the work of others and provide constructive feedback on the quality of static content and videos as well as code exercises.","Knowledge of instructional design best practices as well as experience designing and teaching technical courses and excellent communicator and team player with an ability to author and edit high-quality written content in English","bachelor'ss in STEM/ AI/ CS or equivalent industry experience in areas like software development, machine learning or data science and technical background in math and programming at a level sufficient to teach an introductory course in machine learning ","Medical, dental, and vision coverage, a 401(k) plan, monthly education stipend, and utracked PTO","olmo","0.0","","","","","","","False","0.0",""
"43","KPMG","Learning Integration Specialist","Support partners in maximizing the utilization of Parsec's educational platforms including Academy and Real, to enhance student outcomes. This role requires a deep understanding of curriculum and instruction, data-driven decision-making, professional learning communities, and formative and summative assessments, ensuring that platforms are aligned with educational standards and goals. Deliver onboarding and workshops that support full implementation and utilization of Parsec's platofrms. This role also requires strong presentation skills and the ability to collaborate with partners. ","Curriculum and instruction expertise, data driven decision making, platform utlization, customer success focus, presentations and trainings, data analytics and reporting","Strong knowledge of K-12 education practices, experitse in data driven decsion making, with the ability to guide educators in interpreting data and improving student achievement, proven experiences with educational technology and the integration of tech solutions into instructional practices, excellent communication and presentation skills and the ability to collaborate across teams and with diverse educational stakeholders, focusing on partner satisfaction and student success. ","bachelor'ss degree in Education, Curriculum and Instruction, or a related field and 10+ years of experiences in education with a focus on data analysis, curriculum development, and professional learning communities. ","$100,000 - $150,000 per year plus medical, dental, and vision insurance, 14 observed holidays and unlimited paid time off, 401(k) plan with employer match, employer-paid life insurance, competitive bonus structure, and collaborative office space in downtown Fresno","olmo","0.0","","","","","","","False","0.0",""
"44","Success Academy","AI User Enablement & Adoption Specialist","Ensuring our employees effectively adopt, utilize, and stay current with broadly used Artificial Intelligence (AI) tools, with a particular focus on Generative AI capabilities. The specialist will act as a key liaison between technology and our business users, fostering AI literacy, reducing friction, and maximizing the value derived from our AI investments.","AI User Enablement Strategy: Support and execute the strategy for AI adoption across the firm, focusing on general-purpose AI tools (e.g., large language models, image generation, summarization tools) and their integration into daily workflows.
Training & Education: Design, develop, and deliver engaging training programs, workshops, and educational materials tailored to various user groups and their skill levels. This includes introductory sessions, advanced prompt engineering techniques, ethical AI usage, and best practices for leveraging AI tools in a financial services context.
Content Creation: Create and maintain a centralized repository of both internal and external/public resources, including quick-start guides, FAQs, video tutorials, and internal success stories, to promote self-service and continuous learning.
User Support & Guidance: Provide hands-on support and guidance to end-users, troubleshooting common issues, answering questions, and offering personalized coaching to help them effectively integrate AI into their tasks and workflows.
Friction Reduction & Workflow Integration: Collaborate with IT and business teams to identify and address user friction points related to AI tools, advocating for user experience improvements and seamless integration into existing communication and collaboration platforms.
Community Building: Foster an internal community of AI champions and early adopters, facilitating knowledge sharing, peer-to-peer learning, and the identification of new, impactful use cases for AI within the firm.
Stay Current & Inform: Continuously monitor the evolving landscape of AI tools and trends, evaluating new features and applications. Communicate relevant updates and potential opportunities to users and stakeholders.
Feedback & Optimization: Gather user feedback through surveys, focus groups, and direct interactions to identify areas for improvement in AI tools, training, and support, driving continuous optimization of the AI user experience.
Collaboration with IT & Data Teams: Work closely with the broader IT, Data, and AI development teams to align enablement efforts with strategic AI initiatives and ensure security and compliance best practices are maintained.
Ethical AI Use: Promote and reinforce the firm's compliance guidelines and best practices for responsible and ethical AI use, including, data privacy, confidentiality, and bias awareness.","Demonstrated practical experience and strong understanding of Enterprise AI tools (e.g., ChatGPT, Claude, Google Gemini, Glean, etc.) and emerging vibe coding platforms (e.g. Lovable, Replit, etc.) and their application in a professional setting.
Excellent communication, presentation, and interpersonal skills, with the ability to translate complex technical concepts into clear, understandable language for non-technical audiences.
Strong empathy for users and a passion for improving the end-user experience with technology.
Proven ability to design and deliver effective training programs and create compelling instructional content.
Experience with user support, troubleshooting, and problem-solving in a fast-paced environment.
Ability to work independently and collaboratively in a dynamic, cross-functional team environment.
Proactive, self-starter with a continuous learning mindset.
Must be based in Boston with ability to work a hybrid schedule in our downtown Boston office
Must be authorized to work in the United States without sponsorship","bachelor's's degree in a relevant field such as Information Technology, Learning & Development, Communications, Business Administration, or a related discipline.
5 - 8 years of experience in project management, technology adoption, user enablement, training, change management, or a similar role.","No salary information available","olmo","0.0","","","","","","","False","0.0",""
"45","Northwestern","Elearning Developer-III","A person with a passion for AI-driven learning experiences and a strong understanding of telecom hardware and software. This role blends instructional design expertise with emerging technologies to create impactful digital learning solutions. The ideal candidate will also serve as a thought leader, driving innovation and sharing best practices across the organization and industry.","Core E-Learning Development:
Design and develop interactive e-learning modules using tools like Articulate Storyline, Adobe Captivate, and Rise.
Collaborate with SMEs and instructional designers to convert complex telecom concepts into engaging learning content.
Integrate multimedia elements (video, audio, simulations) to enhance learner engagement.
Ensure SCORM/xAPI compliance and LMS compatibility.
Conduct usability testing and implement feedback-driven improvements.
Create content in multiple formats including: videos, animations, storyboards, scripts, eLearning modules, instructor-led trainings/workshops, and job aids.
Expertly manages complex portfolio of projects. Prioritizes and completes tasks efficiently, ensuring all milestones are met.
Program Development & Execution:
Build and manage a comprehensive eLearning program aligned with organizational goals.
Define and implement a scalable eLearning maturity model based on industry best practices.
Own the end-to-end lifecycle of course development—from ideation to delivery.
Instructional Design & Pedagogy:
Apply instructional design principles and pedagogical frameworks to technical content.
Ensure learning experiences are engaging, effective, and tailored to technical audiences.
Standards & Documentation:
Develop and maintain templates, style guides, and documentation for repeatable processes.
Establish quality standards and review mechanisms for all eLearning assets.
AI Innovation:
Research and implement AI tools (e.g., adaptive learning platforms, chatbots, generative content) to personalize and scale learning.
Develop AI-enhanced simulations and virtual labs for telecom hardware/software training.
Collaborate with data scientists and engineers to leverage learning analytics for continuous improvement.
Stay current with AI trends in education and recommend strategic applications.
Thought Leadership:
Represent the learning team in cross-functional innovation forums and industry events.
Publish internal white papers, blog posts, or presentations on AI in learning and telecom education.
Mentor junior developers and instructional designers on emerging technologies and design thinking.
Advocate for learner-centric design and inclusive learning practices.","Expereince with AI tools in learning (e.g., Synthesia, ChatGPT, adaptive learning engines), advanced skill with multimedia tools, software, video, graphics, and audio applications, strong understanding of telecome systems, protocols, and software platforms, and excellent project management, communication, storytelling, and visual design skills. ","bachelor's's or  master's's degreen in Instructional Design, Educational Teachnology, Computer Science or related field, 3+ years of experience in e-learning development, and proficiency in e-learning authoring tools and LMS platofrms (e.g., Articulate Rise, Articulate Storyline, Moodle, Canvas, SuccessFactors, xAPI)","$83,813 to $119,733 and this role may be eligible for short-term incentive based on company results and individual performace. Full range of health, 401K and other benefits are offered. ","olmo","0.0","","","","","","","False","0.0",""
"46","","Manager, AI Initiatives & Adoption","Manager, AI Initiatives and Adoption to join our Legal, Regulatory and Compliance organization.","Direct the implementation, and adoption of AI-based solutions, as well as monitor usage to continuously improve solution effectiveness, and user experience
Lead the development and implementation of AI agents to automate tasks such as research, case triage, document review, and compliance tracking
Collaborate with stakeholders to identify high-impact AI use cases across Legal, Regulatory and Compliance (LRMC) functions
Involves establishing AI architecture and reviewing complex tasks or processes for automation; maintain LRMC prompt library, and continuously improve prompt effectiveness based on user feedback, as well as evolving needs
Serve as the primary point of contact for LRMC professionals using AI tools by providing training and documentation, as well as troubleshooting support
Act with integrity, professionalism, and personal responsibility to uphold KPMG's respectful and courteous work environment","Strong understanding of AI technologies (such as Large Language Models, Natural Language Processing, Machine Learning pipelines) and their application in legal, risk management and compliance contexts; familiarity with tools like Notebook LM, Agentspace, Microsoft Copilot, or similar platforms is preferred
Must be authorized to work in the U.S. without the need for employment-based visa sponsorship now or in the future. KPMG LLP will not sponsor applicants for U.S. work visa status for this opportunity (no sponsorship is available for H-1B, L-1, TN, O-1, E-3, H-1B1, F-1, J-1, OPT, CPT or any other employment-based visa)","Minimum five years of recent experience in applications development and implementation following SDLC, legal operations, risk management, compliance, and/or business process automation; minimum one year of demonstrable recent experience with prompt engineering, AI governance, technology evaluation, and selection
bachelor's's degree from an accredited college or university in computer science, engineering, data science or a related field is required; advanced degree from an accredited college or university preferred
Experience working with non-technical stakeholders to understand their requirements, demonstrate solutions, and provide support; ability to present intricate topics and proposals in easily understandable non-technical form","Compensation based on city: https://kpmg.com/us/en/how-we-work/pay-transparency.html?id=2077_9_25","olmo","0.0","","","","","","","False","0.0",""
"47","Duolingo","Learning Engineer","The Learning Engineer will provide curriculum design and course development services. In this role, you will work closely with instructors in support of digital/online projects that will enhance students’ learning through the innovative use of technologies. You may assist in the launch of online programs, MOOCs, and take part in the development of curriculum experiments that lead to adoption of blended learning and teaching techniques taking advantage of educational technology tools. The Learning Engineer has knowledge in: the learning sciences; classroom technology tools that support increased classroom engagement; effective content authoring and lesson design methods that best serve digital education; and experience in helping university instructors.

The Learning Engineer will provide curriculum design, technology support, and course development services to faculty in the School of Communication, integrating learning and teaching technologies into their courses. The Learning Engineer will work closely in particular with faculty teaching in the School’s hybrid online programs and active learning spaces. In this role, the Learning Engineer will support all digital/online projects to improve students’ learning through the creative use of technologies. The Learning Engineer has knowledge in the learning sciences classroom technology tools that support increased classroom engagement, effective content authoring and lesson design methodologies that best serve digital education, and experience in working with instructors in higher education.","Prepare and launch courses in an online or blended format. Work with faculty to identify course objectives and instructional goals, develop curricula, and guide the faculty in the production of the courses. Offer guidance and mentorship to faculty while the courses are being run.
Work with faculty who express interest to broaden the reach of instructional design innovations to their courses, especially encouraging their adoption of active learning techniques.
Help design and launch MOOCs.
Apply project management coordination competencies.
Promote creative and trusting partnerships for educational innovation with instructors.
Communicate regarding curricular innovations by leading workshops, taking part in communities of practice, writing content for the Digital Learning website, etc.
Maintain currency in current learning sciences and instructional design principles for effective support of online and blended education, peer learning and active learning practices.","Expertise in Canvas or a similar Learning Management System;
Expertise with one or more digital education (content) authoring tools (e.g., Camtasia, Captivate, Lectora, Softchalk, Articulate);
General knowledge and ability to research/recommend learning applications;
Understanding of and application of social networking and mobile applications in environments for teaching and learning;
Knowledge of current learning technologies (online and traditional classroom);
Ability to adapt and communicate successfully with different people and situations.","Bachelor’s degree with a preference in IT or field related to Education
1-3 years’ experience preferably in an institution of higher education creating and providing instructional design for blended or online courses, including MOOCs
1-3 years’ experience with an LMS
Demonstrated Project management skills
Broad knowledge of software and cloud systems
Understanding of security for university systems, as well as authentication, authorization, and data security
Understanding of web accessibility standards
Excellent verbal and written communication skills","$75,000-$81,405 per year.  Offered salary will be determined by the applicant’s education, experience, knowledge, skills and abilities, as well as internal equity and alignment with market data","olmo","0.0","","","","","","","False","0.0",""
"48","Sidley Austin LLP","AI Research Engineer, New PhD Graduate","NEW YORK, NY
AI Research Engineer, New
PhD Graduate
Our mission at Duolingo is to develop the
best education in the world and make it
universally available. But we’ve got more left
to do — and that’s where you come in!
Duolingo is the world's most popular
learning app. Beyond our core learning
product, we also offer English proficiency
testing with the Duolingo English Test, and
are bringing new subjects into the Duolingo
app, where people can develop their Math
and Music skills.
We are passionate about educating our
users, making fact-based decisions, and
finding innovative solutions to complex
problems. We offer meaningful work,
limitless learning opportunities, and
collaboration with world-class minds. Come
brighten your life and over half a billion
more!
What you’ll do...
APPLY","Solve our most ambitious problems with
the right tool for the task
Collaborate cross-functionally to bring
your ideas to life in the product
Identify problems, prototype solutions,
evaluate their return on investment, and
then implement the best solution at scale
to improve the lives of our millions of
learners each day
Share your findings both within Duolingo
as well as to the broader research
community","A portfolio of impactful work, in the form
of (for example) publications, open￾
source projects, or AI internships
Ability to relocate to Pittsburgh, PA or
New York, NY
A creative, interdisciplinary, and
entrepreneurial approach to R&D
Strong debugging and critical thinking
skills","You have an Ph.D. in computer science or
related technical field (or expect to by
August 2026)","Salary Range:
$131,800—$178,300 USD","olmo","0.0","","","","","","","False","0.0",""
"49","Cengage Group","Curriculum Architect (Remote)","Back to Landing AI Careers
Location: United States
Employment Type: Full time
Team: Content
AI is the new electricity. Millions of AI engineers will be required to transform industries
with artificial intelligence and we’re building the education products to train them.
DeepLearning.AI is providing a world-class education to people around the globe so
that we can all benefit from an AI-powered future.
DeepLearning.AI is looking for a Curriculum Architect to work with our network of world
experts in the AI space. In this role, you will leverage your expertise in learning
experience design to help AI experts produce high- quality courses and effective
learning experiences. Your experience as an educator, your technical skills in the AI
space and your ability to communicate and work well with a team will all be critical for
this role. Although we are headquartered in Palo Alto, California, we are open to remote
workers with a preference for being within 3 time zones of California (Pacific Time / GMT
-7).","Responsibilities:
Partner with world-class AI experts to build cutting edge courses.
Be the instructional design expert that will train and support subject matter
experts to help them create effective learning experiences and deliver high-quality
content.
Collaborate in the development and testing of course content, including creating
learner projects, code exercises, quizzes, scripts, storyboards and graphics.
Work closely with a production and visual design team to record videos, add visual
design and deliver high-quality multimedia content to support the curriculum.
Review the work of others and provide constructive feedback on the quality of
static content and video as well as code exercises.
Add all course materials to the online platform and manage user testing and
feedback implementation before launch of new courses.","Requirements:
Knowledge of instructional design best practices as well as experience designing
and teaching technical courses.
Technical background in math and programming at a level sufficient to teach an
introductory course in machine learning.
Excellent communicator and team player with an ability to author and edit high￾
quality written content in English.","Technical background in math and programming at a level sufficient to teach an
introductory course in machine learning.
Bachelors in STEM / AI / CS or equivalent industry experience in areas like
software development, machine learning or data science.
Preferred:
Previous experience developing online asynchronous curriculum in the areas of AI,
machine learning, data science, robotics or similar.
Masters or PhD in STEM / AI / CS or related field.
Industry experience as a data scientist, machine learning engineer or similar.","","olmo","0.0","","","","","","","False","0.0",""
"50","DeepLearning.AI (Landing AI)","VP, AI Enablement (Remote)","VP, AI Enablement (Remote) Apply
Company Cengage Group
Federal Contractor
Location Portland, ME
Date Posted 05/03/2025
Description
We believe in the power and joy of learning
At Cengage Group, our employees have a direct impact in helping students around the world discover the
power and joy of learning. We are bonded by our shared purpose - driving innovation that helps millions of
learners improve their lives and achieve their dreams through education.
Our culture values diversity, engagement, and discovery
Our business is driven by our strong culture, and we know that creating an inclusive and diverse workplace is
absolutely essential to the success of our company and our learners, as well as our individual well-being. We
recognize the value of diverse perspectives in everything we do, and strive to ensure employees of all levels
and backgrounds feel empowered to voice their ideas and bring their authentic selves to work. We achieve
these priorities through inclusive programs, benefits, and initiatives that are integrated into the fabric of how
we work every day.
The VP, AI Enablement will report to the Chief Digital Officer and will be responsible for driving the strategy,
development and implementation of innovative product technology approaches across CG including, but not
limited to, generative AI to transform the educational experience for students and instructors adding value to
Cengage Group and its portfolio of products.
This is a high impact, high visibility role that is tasked with identifying strategic opportunities in a rapidly
evolving market. The role provides an opportunity to work directly with senior leaders, including the Executive
Team, to continue to help transform the education marketplace.
What you'll do here:","Develop a comprehensive strategy for using generative AI in our education products and services.
Find opportunities to enhance learning outcomes, personalize experiences, and optimize educational
content using AI technologies to deliver value to the market and solve existing challenges.
Work with the Product Teams, build and gain alignment on an innovation strategy and roadmap that
harnesses the power of AI in our course materials products in Higher Ed, School, and Work businesses.
Conduct financial analysis to assess the cost-benefit and return on investment of implementing
generative AI in our education products and services. Analyze market trends, competitor strategies, and
customer needs to advise decision-making and resource allocation.
Partner with corporate development to assess investment/acquisition opportunities that will result in clear
advantage for our products and services and yield significant upside.
Partner with team to develop complete AI application business cases and level of investment required for
Cengage Group.
With the research team, conduct market research to identify market demand, customer preferences, and
emerging trends in the education industry. Use market insights to advise product development, pricing
strategies, and marketing campaigns for generative AI-powered educational offerings.
Ensure the ethical use of generative AI technologies by establishing guidelines and standard
methodologies. Address concerns related to privacy, bias, and fairness in AI algorithms. Champion
visibility, accountability, and responsible AI practices within the organization.
Assess and manage the changing risk landscape to ensure long-term protection of Cengage IP
Lead internal and external teams to drive the development and deployment of generative AI solutions.
Provide guidance, mentorship, and support to cultivate a culture of innovation, collaboration, and
continuous learning. Suffuse the innovation thinking inside Cengage Group and lead through change and
uncertainty.
Be a visible and model People Leader representing all facets of Cengage's People Leader Expectations.
Lead and collaborate with cross-functional teams, including product management, instructional design,
and content development to integrate generative AI into our educational products.
Establish strategic partnerships with external organizations, research institutions, and technology
vendors to drive innovation and access innovative AI capabilities.
Stay abreast of the latest advancements in generative AI technologies, machine learning, and natural
language processing.
Explore emerging trends and identify potential applications in the education domain to ensure our
company remains at the forefront of innovation.
Define key performance indicators and metrics to evaluate the effectiveness and impact of generative AI
solutions. Continuously monitor and optimize AI models and algorithms to improve accuracy, efficiency,
and user satisfaction.
Skills you will need here:","12 years of leadership experience in product management and technology
15 years general experience in Technology/Product Management
Deep hands-on understanding of innovation and AI technologies and trends, with a focus on the
applicability to the education technology landscape (e.g., LMS Systems)
Strong leadership and management skills, with a record of delivering successful products to market
Excellent communication and interpersonal skills, with the ability to build strong relationships with
customers and cross-functional teams
Strong analytical and problem-solving skills, with the ability to analyze data and develop insights and
recommendations
Experience working in a fast-paced, high-growth environment","","$200,000.00 - $250,000.00 USD","olmo","0.0","","","","","","","False","0.0",""
